IV1 1AA,57.48133865181929,-4.223934769260918
IV1 1AD,57.487278998860006,-4.22591446744987
IV1 1AU,57.48963843345475,-4.225106998411603
IV1 1AX,57.47940992578855,-4.226303021621109
IV1 1BA,57.480432541701546,-4.229451397069881
IV1 1DA,57.479657272643834,-4.226034491571277
IV1 1DE,57.47941683554022,-4.225402650338586
IV1 1DF,57.47915639592371,-4.225903923210481
IV1 1DG,57.47906678776938,-4.2263989055746505
IV1 1DH,57.48133865181929,-4.223934769260918
IV1 1DJ,57.47931163460984,-4.226780796600593
IV1 1DN,57.47961739845552,-4.226766047642281
IV1 1DP,57.47879354227689,-4.227116240829699
IV1 1DR,57.478591515047235,-4.226853726289104
IV1 1DW,57.47879354227689,-4.227116240829699
IV1 1DX,57.47829855269617,-4.226652402902942
IV1 1DY,57.47774573236881,-4.2259014887296775
IV1 1DZ,57.47774573236881,-4.2259014887296775
IV1 1EA,57.47795202326021,-4.225413621439535
IV1 1EB,57.478198932352996,-4.225678853994973
IV1 1ED,57.478198932352996,-4.225678853994973
IV1 1EH,57.47893068033032,-4.226474026980405
IV1 1EJ,57.47931163460984,-4.226780796600593
IV1 1EN,57.4797845507934,-4.227476846501477
IV1 1EP,57.480224799238975,-4.227987425895005
IV1 1ES,57.4793816690536,-4.227902708561337
IV1 1EU,57.47918170436535,-4.227523542302121
IV1 1EX,57.47877117664161,-4.226347551284318
IV1 1EY,57.4801632881325,-4.22841740291511
IV1 1FB,57.49358043343235,-4.212997974252591
IV1 1FF,57.493592020965316,-4.22765054031389
IV1 1FG,57.49553016951691,-4.223729984510819
IV1 1GJ,57.48133865181929,-4.223934769260918
IV1 1HB,57.4797845507934,-4.227476846501477
IV1 1HD,57.47745718666587,-4.2264677466950955
IV1 1HG,57.47707328918451,-4.226327619929224
IV1 1HN,57.47844770960889,-4.223291943591432
IV1 1HQ,57.47707328918451,-4.226327619929224
IV1 1HS,57.478352368720785,-4.223603084755027
IV1 1HT,57.47811664781072,-4.2237222019400775
IV1 1HU,57.47833914210337,-4.224352918087037
IV1 1HX,57.47857665248011,-4.226168902554747
IV1 1HY,57.47788418029246,-4.224675546589206
IV1 1JE,57.47783588836414,-4.223338161690624
IV1 1JJ,57.47727692387599,-4.2249722239346035
IV1 1JN,57.47920612305281,-4.22512293126968
IV1 1JQ,57.47762519664245,-4.2240759788921425
IV1 1JT,57.47953321189571,-4.224408847814447
IV1 1JX,57.48133865181929,-4.223934769260918
IV1 1LA,57.48133865181929,-4.223934769260918
IV1 1LD,57.47953321189571,-4.224408847814447
IV1 1LE,57.47968093961006,-4.224184291226149
IV1 1LF,57.479548202298524,-4.223559008963933
IV1 1LG,57.47949699249124,-4.2234057638033375
IV1 1LL,57.47996729744214,-4.2252693245018556
IV1 1LN,57.48420768539897,-4.210495515790564
IV1 1LP,57.47990034956945,-4.2254987933316785
IV1 1LQ,57.47927008681941,-4.223024984118507
IV1 1LR,57.48036237092171,-4.224776225124349
IV1 1LS,57.48036885331339,-4.225427208083593
IV1 1LU,57.48041712238096,-4.226764687868308
IV1 1LW,57.48289719365109,-4.229301341420388
IV1 1LX,57.48082911795455,-4.227857416592795
IV1 1LY,57.484957308018686,-4.212325990989798
IV1 1NA,57.480971242863994,-4.2289670887395046
IV1 1NB,57.48318701055738,-4.231204194000807
IV1 1ND,57.48292484567057,-4.229770149459499
IV1 1NE,57.483774724321904,-4.230489298502349
IV1 1NF,57.48421780327015,-4.2293151065473085
IV1 1NG,57.48422219852881,-4.230082817353418
IV1 1NH,57.48045492892891,-4.225132172651832
IV1 1NJ,57.482517733517334,-4.227893543380976
IV1 1NL,57.48305200010187,-4.2286768233238945
IV1 1NP,57.48276655580961,-4.227541677203411
IV1 1NQ,57.481120319170714,-4.226123531726638
IV1 1NR,57.483277414957755,-4.2291410033437655
IV1 1NS,57.48308968219583,-4.227561357435432
IV1 1NT,57.48458596525183,-4.228820354038084
IV1 1NU,57.48133865181929,-4.223934769260918
IV1 1NW,57.48124152269727,-4.223328306068729
IV1 1NX,57.482408567677766,-4.232541371410494
IV1 1NY,57.48509243519324,-4.228634329876484
IV1 1NZ,57.48624501658605,-4.2279871396484285
IV1 1PA,57.48869068821644,-4.2273853045086165
IV1 1PB,57.48639761174036,-4.226978680707696
IV1 1PF,57.481240786428735,-4.229984445599021
IV1 1PG,57.47918243052429,-4.224937996629906
IV1 1PJ,57.47896216529779,-4.225708611668549
IV1 1PL,57.47902174909297,-4.224878179739493
IV1 1PN,57.48036237092171,-4.224776225124349
IV1 1PP,57.478741287329704,-4.22447745789675
IV1 1PQ,57.47919008877629,-4.225522305279903
IV1 1PR,57.478741287329704,-4.22447745789675
IV1 1PX,57.478709961827605,-4.225743309263569
IV1 1QA,57.47851926035165,-4.225348044716043
IV1 1QD,57.47855442173386,-4.2248831176286625
IV1 1QF,57.47855442173386,-4.2248831176286625
IV1 1QG,57.478327814480096,-4.224485675897434
IV1 1QL,57.47808121301903,-4.225221312172827
IV1 1QN,57.4793816690536,-4.227902708561337
IV1 1QQ,57.47820936563913,-4.224578557574753
IV1 1QU,57.47827574346249,-4.227435012826363
IV1 1QY,57.47913887658163,-4.228421719793051
IV1 1RE,57.48038144548015,-4.230816189507516
IV1 1RF,57.481379648707936,-4.231277444968336
IV1 1RJ,57.48082361422461,-4.230709701377123
IV1 1RL,57.483689100023426,-4.2231267482665285
IV1 1RN,57.48006732454526,-4.229779451238256
IV1 1RP,57.4867921961357,-4.219377810517764
IV1 1RY,57.484157403785375,-4.221536917997738
IV1 1RZ,57.48331876620784,-4.224255371188801
IV1 1SA,57.48514989650745,-4.221814098953968
IV1 1SD,57.4879024794062,-4.221130399969964
IV1 1SF,57.4867921961357,-4.219377810517764
IV1 1SG,57.48768509326804,-4.214076098892597
IV1 1SL,57.48958600898826,-4.219413898062589
IV1 1SN,57.48848495663292,-4.223768711736588
IV1 1SQ,57.48628818431682,-4.214825743245726
IV1 1SR,57.48890998756755,-4.2215753694184475
IV1 1ST,57.48758858924019,-4.22670082555858
IV1 1SU,57.49088190922897,-4.229487807512608
IV1 1SX,57.48732106525275,-4.228619988927142
IV1 1SY,57.484705051209694,-4.221052989517028
IV1 1TB,57.48614519592602,-4.222441838242842
IV1 1TD,57.485060369582506,-4.22536232932778
IV1 1TF,57.48426284548631,-4.2247298768422565
IV1 1TJ,57.484222367514455,-4.209145044055419
IV1 1TR,57.49110883105663,-4.224779316595957
IV1 1TY,57.484393661037444,-4.228007820840723
IV1 1UA,57.48434794632293,-4.214791657344106
IV1 1UB,57.48504786469156,-4.2143335298783295
IV1 1UE,57.48500649225386,-4.2156657311217165
IV1 1UF,57.48497874845744,-4.208540066685192
IV1 1UR,57.48133865181929,-4.223934769260918
IV1 1WA,57.47769246912036,-4.226882399984347
IV1 1WL,57.48133865181929,-4.223934769260918
IV1 1YL,57.487353893687654,-4.2272705077675266
IV1 1YN,57.48133865181929,-4.223934769260918
IV1 1YT,57.48133865181929,-4.223934769260918
IV1 1ZA,57.48133865181929,-4.223934769260918
IV1 1ZG,57.48133865181929,-4.223934769260918
IV1 1ZU,57.48133865181929,-4.223934769260918
IV1 1ZY,57.48133865181929,-4.223934769260918
IV1 3JA,57.505036130244235,-4.255641358337931
IV1 3JU,57.505036130244235,-4.255641358337931
IV1 3UB,57.50212480760867,-4.246581621199822
IV1 3UD,57.528356432080294,-4.328675380240833
IV1 3UF,57.507963318454486,-4.270780374972205
IV1 3WX,57.50558233878386,-4.260766571634748
IV1 3WY,57.50621422566914,-4.261606965824635
IV1 3XA,57.50496991286696,-4.260845534509517
IV1 3XB,57.50868123987618,-4.302061313831666
IV1 3XD,57.527144421154176,-4.315435632536903
IV1 3XE,57.52596457681239,-4.276576589187984
IV1 3XF,57.519619384672076,-4.260666837021769
IV1 3XG,57.52296447357405,-4.228707187686284
